key,group,version,title,parentItem,authors,editors,otherCreators,itemType,publicationTitle,volume,issue,pages,date,dateFreetext,series,seriesTitle,url,note,abstractNote,accessDate,seriesText,journalAbbreviation,language,doi,issn,shortTitle,archive,archiveLocation,libraryCatalog,callNumber,rights,collections,deleted,tags,metaDataItemKey,metaDataItemVersion,dateAdded,dateModified,conceptTagIds,conceptTags,references,gilesUploads,extra,hidden,metaDataNote,otherCreatorRoles
8PMS49NQ,2310918,1553,Discovering sparse control strategies in neural activity,,"[{'@type': 'Person', 'name': 'Edward D. Lee', 'uri': None, 'localAuthorityId': None, 'firstName': 'Edward D.', 'lastName': 'Lee', 'positionInList': 0, 'citationKey': None, 'affiliations': None}, {'@type': 'Person', 'name': 'Xiaowen Chen', 'uri': None, 'localAuthorityId': None, 'firstName': 'Xiaowen', 'lastName': 'Chen', 'positionInList': 1, 'citationKey': None, 'affiliations': None}, {'@type': 'Person', 'name': 'Bryan C. Daniels', 'uri': None, 'localAuthorityId': None, 'firstName': 'Bryan C.', 'lastName': 'Daniels', 'positionInList': 2, 'citationKey': None, 'affiliations': None}]",[],[],JOURNAL_ARTICLE,PLoS computational biology,18,5,e1010072,2022-01-01T00:00Z,2022,,,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1010072,,,,,,,,,,,,Google Scholar,,,['8N29G786'],0,[],,0,2023-02-23T17:05:48Z,,,,,,,0,False,[]
A3PP8R8C,2310918,1274,Phase Transitions and Criticality in the Collective Behavior of Animals -- Self-organization and biological function,,"[{'@type': 'Person', 'name': 'Pawel Romanczuk', 'uri': None, 'localAuthorityId': None, 'firstName': 'Pawel', 'lastName': 'Romanczuk', 'positionInList': 0, 'citationKey': None, 'affiliations': None}, {'@type': 'Person', 'name': 'Bryan C. Daniels', 'uri': None, 'localAuthorityId': None, 'firstName': 'Bryan C.', 'lastName': 'Daniels', 'positionInList': 1, 'citationKey': None, 'affiliations': None}]",[],[],JOURNAL_ARTICLE,WORLD SCIENTIFIC,,,,,2022-11-07,,,http://arxiv.org/abs/2211.03879,,"Collective behaviors exhibited by animal groups, such as fish schools, bird flocks, or insect swarms are fascinating examples of self-organization in biology. Concepts and methods from statistical physics have been used to argue theoretically about the potential consequences of collective effects in such living systems. In particular, it has been proposed that such collective systems should operate close to a phase transition, specifically a (pseudo-)critical point, in order to optimize their capability for collective computation. In this chapter, we will first review relevant phase transitions exhibited by animal collectives, pointing out the difficulties of applying concepts from statistical physics to biological systems. Then we will discuss the current state of research on the ""criticality hypothesis"", including methods for how to measure distance from criticality and specific functional consequences for animal groups operating near a phase transition. We will highlight the emerging view that de-emphasizes the optimality of being exactly at a critical point and instead explores the potential benefits of living systems being able to tune to an optimal distance from criticality. We will close by laying out future challenges for studying collective behavior at the interface of physics and biology.",2023-02-22T18:00:13Z,,,,,,,,,arXiv.org,,,['8N29G786'],0,"[{'tag': 'Condensed Matter - Soft Condensed Matter', 'type': 1}, {'tag': 'Physics - Biological Physics', 'type': 1}, {'tag': 'Quantitative Biology - Populations and Evolution', 'type': 1}, {'tag': 'Quantitative Biology - Quantitative Methods', 'type': 1}]",,0,2023-02-23T17:05:50Z,,,,,,,0,False,[]
WJ23JANW,2310918,43,Quantifying Dynamical High-Order Interdependencies From the O-Information: An Application to Neural Spiking Dynamics,,"[{'@type': 'Person', 'name': 'Sebastiano Stramaglia', 'uri': None, 'localAuthorityId': None, 'firstName': 'Sebastiano', 'lastName': 'Stramaglia', 'positionInList': 0, 'citationKey': None, 'affiliations': None}, {'@type': 'Person', 'name': 'Tomas Scagliarini', 'uri': None, 'localAuthorityId': None, 'firstName': 'Tomas', 'lastName': 'Scagliarini', 'positionInList': 1, 'citationKey': None, 'affiliations': None}, {'@type': 'Person', 'name': 'Bryan C. Daniels', 'uri': None, 'localAuthorityId': None, 'firstName': 'Bryan C.', 'lastName': 'Daniels', 'positionInList': 2, 'citationKey': None, 'affiliations': None}, {'@type': 'Person', 'name': 'Daniele Marinazzo', 'uri': None, 'localAuthorityId': None, 'firstName': 'Daniele', 'lastName': 'Marinazzo', 'positionInList': 3, 'citationKey': None, 'affiliations': None}]",[],[],JOURNAL_ARTICLE,Frontiers in Physiology,11,,,2021-01-01T00:00Z,2021,,,https://www.frontiersin.org/articles/10.3389/fphys.2020.595736,,"We address the problem of efficiently and informatively quantifying how multiplets of variables carry information about the future of the dynamical system they belong to. In particular we want to identify groups of variables carrying redundant or synergistic information, and track how the size and the composition of these multiplets changes as the collective behavior of the system evolves. In order to afford a parsimonious expansion of shared information, and at the same time control for lagged interactions and common effect, we develop a dynamical, conditioned version of the O-information, a framework recently proposed to quantify high-order interdependencies via multivariate extension of the mutual information. The dynamic O-information, here introduced, allows to separate multiplets of variables which influence synergistically the future of the system from redundant multiplets. We apply this framework to a dataset of spiking neurons from a monkey performing a perceptual discrimination task. The method identifies synergistic multiplets that include neurons previously categorized as containing little relevant information individually.",2023-02-22T17:48:35Z,,,,,,Quantifying Dynamical High-Order Interdependencies From the O-Information,,,Frontiers,,,['8N29G786'],0,[],,0,2023-02-23T17:05:50Z,,,,,,,0,False,[]
HZ3T5SWB,2310918,1554,Inferring the Logic of Collective Information Processors,,"[{'@type': 'Person', 'name': 'Bryan C. Daniels', 'uri': None, 'localAuthorityId': None, 'firstName': 'Bryan C.', 'lastName': 'Daniels', 'positionInList': 0, 'citationKey': None, 'affiliations': None}]",[],[],JOURNAL_ARTICLE,Advances in Info-Metrics: Information and Information Processing across Disciplines,,,81,2020-01-01T00:00Z,2020,,,https://www.public.asu.edu/~bdaniel6/cll/pdfs/Dan21.pdf,,,,,,,,,,,,Google Scholar,,,['8N29G786'],0,[],,0,2023-02-23T17:05:49Z,,,,,,,0,False,[]
S5BWSWG4,2310918,43,The basis of easy controllability in Boolean networks,,"[{'@type': 'Person', 'name': 'Enrico Borriello', 'uri': None, 'localAuthorityId': None, 'firstName': 'Enrico', 'lastName': 'Borriello', 'positionInList': 0, 'citationKey': None, 'affiliations': None}, {'@type': 'Person', 'name': 'Bryan C. Daniels', 'uri': None, 'localAuthorityId': None, 'firstName': 'Bryan C.', 'lastName': 'Daniels', 'positionInList': 1, 'citationKey': None, 'affiliations': None}]",[],[],JOURNAL_ARTICLE,Nature Communications,12,1,5227,,2021-09-01,,,https://www.nature.com/articles/s41467-021-25533-3,,"Abstract
            Effective control of biological systems can often be achieved through the control of a surprisingly small number of distinct variables. We bring clarity to such results using the formalism of Boolean dynamical networks, analyzing the effectiveness of external control in selecting a desired final state when that state is among the original attractors of the dynamics. Analyzing 49 existing biological network models, we find strong numerical evidence that the average number of nodes that must be forced scales logarithmically with the number of original attractors. This suggests that biological networks may be typically easy to control even when the number of interacting components is large. We provide a theoretical explanation of the scaling by separating controlling nodes into three types: those that act as inputs, those that distinguish among attractors, and any remaining nodes. We further identify characteristics of dynamics that can invalidate this scaling, and speculate about how this relates more broadly to non-biological systems.",2023-02-22T17:52:07Z,,Nat Commun,en,,,,,,DOI.org (Crossref),,,['8N29G786'],0,[],,0,2023-02-23T17:05:51Z,,,,,,,0,False,[]
FQPKT4QK,2310918,1320,‪Approaching Evolvability‬,,"[{'@type': 'Person', 'name': 'N Velez-Cruz', 'uri': None, 'localAuthorityId': None, 'firstName': 'N', 'lastName': 'Velez-Cruz', 'positionInList': 0, 'citationKey': None, 'affiliations': None}, {'@type': 'Person', 'name': 'MANFRED LAUBICHLER', 'uri': None, 'localAuthorityId': None, 'firstName': 'MANFRED', 'lastName': 'LAUBICHLER', 'positionInList': 1, 'citationKey': None, 'affiliations': None}]",[],[],JOURNAL_ARTICLE,,,,,,2016/8/4,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=bAp_CO0AAAAJ&citation_for_view=bAp_CO0AAAAJ:W7OEmFMy1HYC,,"‪N Velez-Cruz, M Laubichler, 2016‬",2023-02-20T20:12:42Z,,,,,,,,,,,,['6JH7V39H'],0,[],,0,2023-02-23T17:04:13Z,,,,,,,0,False,[]
AZ5GB8ED,2310918,1490,‪Sequential Bayesian Inference Using Stochastic Models of Gene Regulation‬,,"[{'@type': 'Person', 'name': 'N,N Velez-Cruz et. al.,Velez-Cruz et. al.', 'uri': ',', 'localAuthorityId': ',', 'firstName': 'N,N', 'lastName': 'Velez-Cruz et. al.,Velez-Cruz et. al.', 'positionInList': 0, 'citationKey': None, 'affiliations': []}]",[],[],CONFERENCE_PAPER,,,,568-572,,04 March 2022,,,https://ieeexplore.ieee.org/document/9723310,,,2023-02-20T20:12:55Z,,,en,,,,,,,,,['6JH7V39H'],0,[],UNCV8FAJ,1493,2023-02-23T17:04:12Z,,[],[],[],[],,0,False,[]
IEWAMQS5,2310918,1585,‪Preliminary Results and the Unconsidered Potential of the 2014 Open Payments Research Dataset: Introducing a Complex Systems Framework for Extracting Meaningful Information from Big Data‬,,"[{'@type': 'Person', 'name': 'N Velez-Cruz', 'uri': None, 'localAuthorityId': None, 'firstName': 'N', 'lastName': 'Velez-Cruz', 'positionInList': 0, 'citationKey': None, 'affiliations': None}]",[],[],JOURNAL_ARTICLE,,,,,,2016/5/1,Academic Year 2015-2016,,https://keep.lib.asu.edu/items/135667,,"‪NL Velez-Cruz, 2016‬",2023-02-20T20:13:20Z,,,eng,,,‪Preliminary Results and the Unconsidered Potential of the 2014 Open Payments Research Dataset,,,,,,['6JH7V39H'],0,[],,0,2023-02-23T17:04:13Z,,,,,,,0,False,[]
H8769E42,2310918,1326,"Exercise training, sleep and the heart | Request PDF",,"[{'@type': 'Person', 'name': 'Kenneth Aiello', 'uri': None, 'localAuthorityId': None, 'firstName': 'Kenneth', 'lastName': 'Aiello', 'positionInList': 0, 'citationKey': None, 'affiliations': None}]",[],[],JOURNAL_ARTICLE,ResearchGate,,,,,September 2015,,,https://www.researchgate.net/publication/282277996_Exercise_training_sleep_and_the_heart,,"Request PDF | On Sep 25, 2015, Kenneth D Aiello and others published Exercise training, sleep and the heart | Find, read and cite all the research you need on ResearchGate",2023-02-23T08:39:54Z,,,en,,,,,,www.researchgate.net,,,['AV7UJKNF'],0,[],,0,2023-02-23T17:02:58Z,,,,,,,0,False,[]
3A4PIVTS,2310918,1469,Triangulation of History Using Textual Data,,"[{'@type': 'Person', 'name': 'Kenneth D. Aiello', 'uri': '', 'localAuthorityId': '', 'firstName': 'Kenneth', 'lastName': 'D. Aiello', 'positionInList': 0, 'citationKey': None, 'affiliations': []}, {'@type': 'Person', 'name': 'Michael Simeone', 'uri': '', 'localAuthorityId': '', 'firstName': 'Michael', 'lastName': 'Simeone', 'positionInList': 0, 'citationKey': None, 'affiliations': []}]",[],[],JOURNAL_ARTICLE,University of Chicago Press,110,3,441-660,,09/2019,,,https://www.journals.uchicago.edu/doi/full/10.1086/705541,,,2023-02-23T08:39:45Z,,,en,,,,,,,,,['AV7UJKNF'],0,[],24WPP8IN,1470,2023-02-23T17:02:58Z,,[],[],[],[],,0,False,[]
J3C9IDUV,2310918,32,Systematic Analysis of the Factors Contributing to the Variation and Change of the Microbiome,,"[{'@type': 'Person', 'name': 'Kenneth Aiello', 'uri': None, 'localAuthorityId': None, 'firstName': 'Kenneth', 'lastName': 'Aiello', 'positionInList': 0, 'citationKey': None, 'affiliations': None}]",[],[],THESIS,,,,,,2018-12-01,,,,,"Understanding changes and trends in biomedical knowledge is crucial for individuals, groups, and institutions as biomedicine improves people’s lives, supports national economies, and facilitates innovation. However, as knowledge changes what evidence illustrates that knowledge changes? In the case of microbiome, a multi-dimensional concept from biomedicine, there are significant increases in publications, citations, funding, collaborations, and other explanatory variables or contextual factors. What is observed in the microbiome, or any historical evolution of a scientific field or scientific knowledge, is that these changes are related to changes in knowledge, but what is not understood is how to measure and track changes in knowledge. This investigation highlights how contextual factors from the language and social context of the microbiome are related to changes in the usage, meaning, and scientific knowledge on the microbiome. Two interconnected studies integrating qualitative and quantitative evidence examine the variation and change of the microbiome evidence are presented. First, the concepts microbiome, metagenome, and metabolome are compared to determine the boundaries of the microbiome concept in relation to other concepts where the conceptual boundaries have been cited as overlapping. A collection of publications for each concept or corpus is presented, with a focus on how to create, collect, curate, and analyze large data collections. This study concludes with suggestions on how to analyze biomedical concepts using a hybrid approach that combines results from the larger language context and individual words. Second, the results of a systematic review that describes the variation and change of microbiome research, funding, and knowledge are examined. A corpus of approximately 28,000 articles on the microbiome are characterized, and a spectrum of microbiome interpretations are suggested based on differences related to context. The collective results suggest the microbiome is a separate concept from the metagenome and metabolome, and the variation and change to the microbiome concept was influenced by contextual factors. These results provide insight into how concepts with extensive resources behave within biomedicine and suggest the microbiome is possibly representative of conceptual change or a preview of new dynamics within science that are expected in the future.",,,,,,,,,,ResearchGate,,,['AV7UJKNF'],0,[],,0,2023-02-23T17:02:58Z,,,,,,,0,False,[]
9VFMWB8E,2310918,32,Effect of exercise training on sleep apnea: A systematic review and meta-analysis,,"[{'@type': 'Person', 'name': 'Kenneth Aiello', 'uri': None, 'localAuthorityId': None, 'firstName': 'Kenneth', 'lastName': 'Aiello', 'positionInList': 0, 'citationKey': None, 'affiliations': None}, {'@type': 'Person', 'name': 'William Caughey', 'uri': None, 'localAuthorityId': None, 'firstName': 'William', 'lastName': 'Caughey', 'positionInList': 1, 'citationKey': None, 'affiliations': None}, {'@type': 'Person', 'name': 'Bhargava Nelluri', 'uri': None, 'localAuthorityId': None, 'firstName': 'Bhargava', 'lastName': 'Nelluri', 'positionInList': 2, 'citationKey': None, 'affiliations': None}, {'@type': 'Person', 'name': 'Ashwini Sharma', 'uri': None, 'localAuthorityId': None, 'firstName': 'Ashwini', 'lastName': 'Sharma', 'positionInList': 3, 'citationKey': None, 'affiliations': None}, {'@type': 'Person', 'name': 'Farouk Mookadam', 'uri': None, 'localAuthorityId': None, 'firstName': 'Farouk', 'lastName': 'Mookadam', 'positionInList': 4, 'citationKey': None, 'affiliations': None}, {'@type': 'Person', 'name': 'Martina Mookadam', 'uri': None, 'localAuthorityId': None, 'firstName': 'Martina', 'lastName': 'Mookadam', 'positionInList': 5, 'citationKey': None, 'affiliations': None}]",[],[],JOURNAL_ARTICLE,Respiratory Medicine,116,,,,2016-05-01,,,,,"Introduction
Obstructive sleep apnea (OSA) is difficult to manage for those who are intolerant or noncompliant with standard facial mask treatment options. Current treatment options do not address the underlying cause of OSA. Exercise as a treatment option has been found to improve OSA indices.

Study objectives
To assess the efficacy of exercise on apnea/hypopnea index (AHI) in adult patients with OSA via a systematic review and meta-analysis. Additional objectives included evaluation of other indices of OSA and well-being in patients after completing an exercise regimen.

Measurements and results
Web of Science, MEDLINE, CINAHL, and Cochrane Central Register of Controlled Trials were searched based on a priori criteria of all studies evaluating the effect of an exercise program on various sleep apnea indices. Both PRISMA statement and MOOSE consensus statement were adhered to. Eight Articles (182 participants) were included: a meta-analysis using a random effects model showed, a decrease in AHI (unstandardized mean difference [USMD], −0.536, 95% confidence interval [CI], −0.865 to −0.206, I², 20%), reduced Epworth sleepiness scale (ESS) (USMD, −1.246, 95% CI, −2.397 to −0.0953, I², 0%), and lower body mass index (BMI) (USMD, −0.0473, 95% CI, −0.0375 to 0.280, I², 0%), in patients receiving exercise as treatment. Relative risks (RR) and odds ratios (OR) showed decreases in AHI (OR: 72.33, 95% CI, 27.906 to 187.491, RR: 7.294, 95% CI, 4.072 to 13.065) in patients receiving exercise as treatment.

Conclusion
Among adult patients with OSA, exercise as the sole intervention was associated with improved clinical outcomes.",,,Respiratory Medicine,,,,Effect of exercise training on sleep apnea,,,ResearchGate,,,['AV7UJKNF'],0,[],,0,2023-02-23T17:02:58Z,,,,,,,0,False,[]
VJ9VGXNM,2310918,1388,"Innovations and Economic Output Scale with Social Interactions in the Workforce. Urban Sci. 2021, 5, 21",,"[{'@type': 'Person', 'name': 'D. T. Painter', 'uri': '', 'localAuthorityId': '', 'firstName': 'D. T.', 'lastName': 'Painter', 'positionInList': 0, 'citationKey': None, 'affiliations': []}, {'@type': 'Person', 'name': 'E. Wentz', 'uri': '', 'localAuthorityId': '', 'firstName': 'E.', 'lastName': 'Wentz', 'positionInList': 0, 'citationKey': None, 'affiliations': []}, {'@type': 'Person', 'name': 'S. T. Shutters', 'uri': '', 'localAuthorityId': '', 'firstName': 'S. T.', 'lastName': 'Shutters', 'positionInList': 0, 'citationKey': None, 'affiliations': []}]",[],[],JOURNAL_ARTICLE,,5,1,21,2021-02-10T00:00Z,02/10/2021,,,https://www.mdpi.com/2413-8851/5/1/21,,,,,,en,,,,,,Google Scholar,,,['SFZ7JWTD'],0,[],XGZQ8PXF,1389,2023-02-23T17:02:04Z,,[],[],[],[],,0,False,[]
722NKPHZ,2310918,1284,"‪Network analysis for the digital humanities: principles, problems, extensions‬",,"[{'@type': 'Person', 'name': 'Deryc Painter et. al.', 'uri': None, 'localAuthorityId': None, 'firstName': 'Deryc', 'lastName': 'Painter et. al.', 'positionInList': 0, 'citationKey': None, 'affiliations': None}]",[],[],JOURNAL_ARTICLE,The University of Chicago Press,110,3,538-554,,2019/9/1,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KYTdjXoAAAAJ&citation_for_view=KYTdjXoAAAAJ:2osOgNQ5qMEC,,"‪DT Painter, BC Daniels, J Jost‬, ‪Isis, 2019‬ - ‪Cited by 19‬",2023-02-20T21:12:11Z,,,,,,‪Network analysis for the digital humanities,,,,,,['SFZ7JWTD'],0,[],,0,2023-02-23T17:02:04Z,,,,,,,0,False,[]
JKA2NIP6,2310918,1309,‪Computational interdisciplinarity: A study in the history of science‬,,"[{'@type': 'Person', 'name': 'Deryc Painter', 'uri': None, 'localAuthorityId': None, 'firstName': 'Deryc', 'lastName': 'Painter', 'positionInList': 0, 'citationKey': None, 'affiliations': None}]",[],[],JOURNAL_ARTICLE,ProQuest,,,,2019-01-01T00:00Z,2019,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KYTdjXoAAAAJ&citation_for_view=KYTdjXoAAAAJ:IjCSPb-OGe4C,,"‪DT Painter, 2019‬ - ‪Cited by 5‬",2023-02-20T21:15:01Z,,,,,,‪Computational interdisciplinarity,,,,,,['SFZ7JWTD'],0,[],,0,2023-02-23T17:02:04Z,,,,,,,0,False,[]
B2385BD7,2310918,1305,‪Anomalous subgraph detection in publication networks: Leveraging truth‬,,"[{'@type': 'Person', 'name': 'Deryc Painter et. al.', 'uri': None, 'localAuthorityId': None, 'firstName': 'Deryc', 'lastName': 'Painter et. al.', 'positionInList': 0, 'citationKey': None, 'affiliations': None}]",[],[],CONFERENCE_PAPER,,,,2005-2009,,2014/11/2,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KYTdjXoAAAAJ&citation_for_view=KYTdjXoAAAAJ:u5HHmVD_uO8C,,"‪NT Bliss, BRE Peirson, DT Painter, MD Laubichler‬, ‪2014 48th Asilomar Conference on Signals, Systems and Computers, 2014‬ - ‪Cited by 7‬",2023-02-20T21:14:42Z,,,,,,‪Anomalous subgraph detection in publication networks,,,,,,['SFZ7JWTD'],0,[],,0,2023-02-23T17:02:04Z,,,,,,,0,False,[]
2BFZW5D5,2310918,1294,‪Innovations and Economic Output Scale with Social Interactions in the Workforce‬,,"[{'@type': 'Person', 'name': 'Deryc Painter et. al.', 'uri': None, 'localAuthorityId': None, 'firstName': 'Deryc', 'lastName': 'Painter et. al.', 'positionInList': 0, 'citationKey': None, 'affiliations': None}]",[],[],JOURNAL_ARTICLE,Multidisciplinary Digital Publishing Institute,5,1,21,,2021/3,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KYTdjXoAAAAJ&citation_for_view=KYTdjXoAAAAJ:Y0pCki6q_DkC,,"‪DT Painter, ST Shutters, E Wentz‬, ‪Urban Science, 2021‬ - ‪Cited by 3‬",2023-02-20T21:15:11Z,,,,,,,,,,,,['SFZ7JWTD'],0,[],,0,2023-02-23T17:02:04Z,,,,,,,0,False,[]
ETE4B2ZN,2310918,1474,The Evolution of Evolutionary Medicine,,"[{'@type': 'Person', 'name': 'Deryc T. Painter', 'uri': '', 'localAuthorityId': '', 'firstName': 'Deryc T.', 'lastName': 'Painter', 'positionInList': 0, 'citationKey': None, 'affiliations': []}, {'@type': 'Person', 'name': 'Julia Damerow', 'uri': 'http://www.digitalhps.org/concepts/CON8434a254-1aac-46fa-ab1b-24b9e9b14e9c', 'localAuthorityId': '', 'firstName': 'Julia', 'lastName': 'Damerow', 'positionInList': 0, 'citationKey': None, 'affiliations': []}, {'@type': 'Person', 'name': 'Manfred Laubichler', 'uri': 'http://www.digitalhps.org/concepts/CONcdf33117-27c5-4f41-ada5-f8cbf3d7afea', 'localAuthorityId': '', 'firstName': 'Manfred', 'lastName': 'Laubichler', 'positionInList': 0, 'citationKey': None, 'affiliations': []}]",[],[],JOURNAL_ARTICLE,,,,123-138,,"November 2, 2021",,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KYTdjXoAAAAJ&citation_for_view=KYTdjXoAAAAJ:qjMakFHDy7sC,,,2023-02-20T21:14:53Z,,,en,,,,,,,,,['SFZ7JWTD'],0,[],BS2TJJ6N,1475,2023-02-23T17:02:04Z,,[],[],[],[],,0,False,[]
I98IC5KQ,2310918,25,Stellar evolution as a metaphor for urban economic development,,"[{'@type': 'Person', 'name': 'Deryc T. Painter', 'uri': None, 'localAuthorityId': None, 'firstName': 'Deryc T.', 'lastName': 'Painter', 'positionInList': 0, 'citationKey': None, 'affiliations': None}, {'@type': 'Person', 'name': 'Shade T. Shutters', 'uri': None, 'localAuthorityId': None, 'firstName': 'Shade T.', 'lastName': 'Shutters', 'positionInList': 1, 'citationKey': None, 'affiliations': None}, {'@type': 'Person', 'name': 'Elizabeth Wentz', 'uri': None, 'localAuthorityId': None, 'firstName': 'Elizabeth', 'lastName': 'Wentz', 'positionInList': 2, 'citationKey': None, 'affiliations': None}]",[],[],JOURNAL_ARTICLE,,,,,,,,,,,,,,,,,,,,,Google Scholar,,,['SFZ7JWTD'],0,[],,0,2023-02-23T17:02:04Z,,,,,,,0,False,[]
NBGZ787Q,2310918,1287,‪Innovations are disproportionately likely in the periphery of a scientific network‬,,"[{'@type': 'Person', 'name': 'Deryc Painter et. al.', 'uri': None, 'localAuthorityId': None, 'firstName': 'Deryc', 'lastName': 'Painter et. al.', 'positionInList': 0, 'citationKey': None, 'affiliations': None}]",[],[],JOURNAL_ARTICLE,,,,,,2021/11/12,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KYTdjXoAAAAJ&citation_for_view=KYTdjXoAAAAJ:UeHWp8X0CEIC,,"‪DT Painter, BC Daniels, MD Laubichler‬, ‪Theory in Biosciences, 2020‬ - ‪Cited by 11‬",2023-02-20T21:14:29Z,,,,,,,,,,,,['SFZ7JWTD'],0,[],,0,2023-02-23T17:02:04Z,,,,,,,0,False,[]
GSIMX5PI,2310918,1279,‪Quantifying simultaneous innovations in evolutionary medicine‬,,"[{'@type': 'Person', 'name': 'Deryc Painter et. al.', 'uri': None, 'localAuthorityId': None, 'firstName': 'Deryc', 'lastName': 'Painter et. al.', 'positionInList': 0, 'citationKey': None, 'affiliations': None}]",[],[],JOURNAL_ARTICLE,Springer Berlin Heidelberg,139,,319-335,,2020/11/25,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=KYTdjXoAAAAJ&citation_for_view=KYTdjXoAAAAJ:Tyk-4Ss8FVUC,,"‪DT Painter, F van der Wouden, MD Laubichler, H Youn‬, ‪Theory in Biosciences, 2020‬ - ‪Cited by 2‬",2023-02-20T21:15:19Z,,,,,,,,,,,,['SFZ7JWTD'],0,[],,0,2023-02-23T17:02:04Z,,,,,,,0,False,[]
6XP4S8SF,2310918,1564,"The Giles Ecosystem – Storage, Text Extraction, and OCR of Documents",,"[{'@type': 'Person', 'name': 'Julia Damerow', 'uri': None, 'localAuthorityId': None, 'firstName': 'Julia', 'lastName': 'Damerow', 'positionInList': 0, 'citationKey': None, 'affiliations': None}, {'@type': 'Person', 'name': 'Erick Peirson', 'uri': None, 'localAuthorityId': None, 'firstName': 'Erick', 'lastName': 'Peirson', 'positionInList': 1, 'citationKey': None, 'affiliations': None}, {'@type': 'Person', 'name': 'Manfred Laubichler', 'uri': None, 'localAuthorityId': None, 'firstName': 'Manfred', 'lastName': 'Laubichler', 'positionInList': 2, 'citationKey': None, 'affiliations': None}]",[],[],JOURNAL_ARTICLE,Journal of Open Research Software,5,,,,2017-09-28,,,https://openresearchsoftware.metajnl.com/articles/10.5334/jors.164,,"In the digital humanities, there is a constant need to turn images and PDF files into plain text to apply analyses such as topic modelling, named entity recognition, and other techniques. However, although there exist different solutions to extract text embedded in PDF files or run OCR on images, they typically require additional training (for example, scholars have to learn how to use the command line) or are difficult to automate without programming skills. The Giles Ecosystem is a distributed system based on Apache Kafka that allows users to upload documents for text and image extraction. The system components are implemented using Java and the Spring Framework and are available under an Open Source license on GitHub (https://github.com/diging/). Funding statement: Funding was provided by grants from NSF SES 1656284, ASU Presidential Strategic Initiative Fund and the Smart Family Foundation.",,,Journal of Open Research Software,,,,,,,ResearchGate,,,['SQ3CWKC4'],0,[],,0,2023-02-23T17:00:42Z,,,,,,,0,False,[]
R89PE5HW,2310918,1563,The Evolution of Evolutionary Medicine,,"[{'@type': 'Person', 'name': 'Deryc Painter', 'uri': None, 'localAuthorityId': None, 'firstName': 'Deryc', 'lastName': 'Painter', 'positionInList': 0, 'citationKey': None, 'affiliations': None}, {'@type': 'Person', 'name': 'Julia Damerow', 'uri': None, 'localAuthorityId': None, 'firstName': 'Julia', 'lastName': 'Damerow', 'positionInList': 1, 'citationKey': None, 'affiliations': None}, {'@type': 'Person', 'name': 'Manfred Laubichler', 'uri': None, 'localAuthorityId': None, 'firstName': 'Manfred', 'lastName': 'Laubichler', 'positionInList': 2, 'citationKey': None, 'affiliations': None}]",[],[],BOOK_SECTION,,,,,,2022-08-01,,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3775609,,"The growth and development of the field of evolutionary medicine is analyzed using topic modeling, keyword extraction, and network analysis through analogies to foundational concepts in evolutionary biology.",,,,,,,,,,ResearchGate,,,['SQ3CWKC4'],0,[],,0,2023-02-23T17:00:42Z,,,,,,,0,False,[]
